Order ID,Order Date,Order Mode,Customer ID,Product ID,Sales,Cost Price,Quantity,Discount
PWV-638175,7/31/2023,Online,UG030160,01JZ3NCCS65STJ0SKMG7KQ37YJ,4.24,1.247,1,0.09
FRT-924535,4/17/2023,In-Store,ZO006088,01JZ3NTBD7GFH6HMXCK172XS0F,7.24,2.946,2,0.06
TFZ-595695,02/03/2023,Online,ZR072207,01JZ3NR4TDH4Q7VTBVJ4VDWNBH,4.24,1.746,11,0.04
CID-824518,7/21/2023,In-Store,TI069442,01JZ3NTA96739FC75EP7WZ0X87,39.24,15.746,13,
WPF-523562,7/14/2023,Online,XD004422,01JZ3NCASAF8P20XD20FB2Z8RD,5.24,1.547,1,0.03
ZNJ-295663,06/07/2023,In-Store,SS083952,01JZ3NCAZMQ30TZMJQENDHY0A4,3.75,1.1,13,0.06
ECV-957934,03/04/2023,Online,OU093695,01JZ3NC9D2ZKCT24CHYFFVP4AQ,3.44,1.007,12,0.08
LJL-323775,9/29/2023,In-Store,XG009184,01JZ3NCGQM9WA44544M9M48Q2H,49.24,14.747,18,0.1
GQQ-559370,10/19/2023,Online,VM070549,01JZ3NRA0M8ZYVS24Z24HRJEW1,2.24,0.946,14,0.06
TPX-547814,11/06/2023,In-Store,FO041203,01JZ3NT9481T3VQZB54C6E3KWR,14.24,5.746,4,0.07
GTI-636059,9/25/2023,Online,LO018193,01JZ3NCBXZE6M7JJEERQH263Y0,24.24,7.247,16,0.08
DNC-128317,6/22/2023,In-Store,RK099848,01JZ3NCEXCZX8AWV1945KXKQZ0,54.24,16.247,7,0.09
EVX-557459,1/31/2023,Online,WG059507,01JZ3NTFNRTV1V6EBA4GMC8JXT,5.24,2.146,6,0.01
JOB-086233,12/30/2023,In-Store,CI048769,01JZ3NRAQ8V1TNRB59CM2DTE39,89.24,35.746,1,0
WPZ-350907,1/29/2023,Online,ID014944,01JZ3NCF6T1MNH9QP2HAPB59JX,299.24,89.747,13,0.02
ABW-590242,11/27/2023,In-Store,XX024240,01JZ3NCGGCVKYMR19Q3P1PEDD1,14.24,4.247,10,0.04
NXD-876543,02/01/2023,Online,KP033319,01JZ3NCAWT3P7ZHX3QQDVEYFTC,199.24,59.747,19,0.01
TVM-817864,2/25/2023,In-Store,IF085936,01JZ3NCFEXA4VXBQBCS42BRDK9,109.24,32.747,20,0.04
KGD-844954,04/02/2023,Online,NL082152,01JZ3NC9PRZKNNS40487M49PPW,8.24,2.447,19,0.01
QDK-644128,11/06/2023,In-Store,XC025583,01JZ3NT0G2KA577CYDQJYBPM01,9.24,3.746,7,0.04
FPL-084271,04/01/2023,Online,AG091553,01JZ3NR8CPHANP4RTQ49H4PZYK,3.54,1.466,4,0.07
BNZ-113099,3/30/2023,In-Store,VD031607,01JZ3NTQHWA581QWWGZ0E8BR0T,3.54,1.466,9,0.04
OIA-548415,2/21/2023,Online,BJ030424,01JZ3NCA9CC0204F973R4DZFPW,1.54,0.437,13,
XQQ-567526,03/12/2023,In-Store,WM002400,01JZ3NR5EKYAT69QM1WDJ0C3FK,299.24,119.746,10,0.07
ZQK-095180,03/09/2023,Online,EE026148,01JZ3NR6WWA2CDB744ASX0QPDK,129.24,51.746,2,0.09
ABE-002240,01/02/2023,In-Store,QR097023,01JZ3NCG2FDECTCEFKERRSY2D6,39.24,11.747,20,0.03
RZK-307372,02/11/2023,Online,DX015194,01JZ3NR9PSRCDPDK1K7DFSQ5EQ,39.24,15.746,11,
CYC-781468,10/21/2023,In-Store,YU019270,01JZ3NCCD3FSY3K2RGC07P015T,1.24,0.347,7,0.04
FKY-519976,2/21/2023,Online,FS005124,01JZ3NTHCVTQ0851GWVFS0XBZ4,24.24,9.746,11,
RWZ-375424,09/06/2023,In-Store,SW058169,01JZ3NR88DN9JHBP0SV0130ASG,19.24,7.746,9,0.01
ESD-619570,01/05/2023,Online,LX074998,01JZ3NR8NVXX9VHHY39BPRYYK8,199.24,79.746,1,0.06
VQJ-698007,02/05/2023,In-Store,CK053082,01JZ3NT56BTGVFRFZMAMWDH61J,3.24,1.346,19,0.03
YLB-832968,02/07/2023,Online,WK024652,01JZ3NTK0PF89ZMV5TTW1QK36S,2.24,0.946,10,0.04
OWF-872703,9/25/2023,In-Store,MP081425,01JZ3NTKQGMCE7JYCF5EMC2KDN,12.24,4.946,3,0
NVR-438331,6/23/2023,Online,FC009320,01JZ3NR576SJJYMQMS1FGQ4G8H,39.24,15.746,9,0.07
BNP-402925,1/15/2023,In-Store,YF022850,01JZ3NTESGHCTVABVKXGK53F95,129.24,51.746,13,0.07
UCM-520526,12/07/2023,Online,WV070252,01JZ3NCCJ2DXYB1RWV8MNBEPFN,3.74,1.097,9,0.02
RWF-869028,11/13/2023,In-Store,WB080247,01JZ3NSXNFCA10KH777YD5QJ02,12.24,4.946,20,
HJV-656183,2/25/2023,Online,RA098855,01JZ3NR3BE82J71WXYWZQRZC1S,1.74,0.746,8,0.02
AIQ-475694,12/24/2023,In-Store,DO056898,01JZ3NR7MGQPCNTMBJ4WXACNMS,39.24,15.746,2,0.1
GTI-221297,05/09/2023,Online,ZO040225,01JZ3NTATAMQJSCG51XYKNB7FB,59.24,23.746,4,0.09
HOV-292349,2/14/2023,In-Store,PH065280,01JZ3NC9Y5864GSVSXNJPJ0ZA9,2.24,0.647,14,0.07
FEN-171361,01/10/2023,Online,SL049492,01JZ3NRAGBA6BFVK9JHGSNA4N6,169.24,67.746,14,0.07
KSG-442082,12/10/2023,In-Store,OO046940,01JZ3NTJXD07A0NPAJNG3B5XR3,34.24,13.746,6,0.03
HVC-974631,03/06/2023,Online,OQ061879,01JZ3NTK0PF89ZMV5TTW1QK36S,2.24,0.946,8,0.04
BZN-647970,5/22/2023,In-Store,YL041091,01JZ3NR2CXW1T4SQJDRBHM6A8D,2.74,1.146,7,0.04
LFZ-729329,8/14/2023,Online,NS073093,01JZ3NCBZHEDY6RDBDZH0W7FSG,24.24,7.247,16,0.05
SPZ-401260,12/29/2023,In-Store,OW065854,01JZ3NR6KYKMXCDMAYJH7KG8ZH,39.24,15.746,14,0.05
IAS-101913,10/17/2023,Online,YY029352,01JZ3NCANMKZ7CT3PF9EFBSTJ9,49.24,14.747,18,0.03
WPU-996142,10/21/2023,In-Store,CN066148,01JZ3NRAWG5DHVWZ004ZV14BDR,19.24,7.746,3,
XRT-414325,10/11/2023,Online,PM032614,01JZ3NR35530H2HQJ328MVW3PM,1.74,0.746,1,0.07
GOQ-141607,1/30/2023,In-Store,OL048370,01JZ3NCCKVXA0APK8H615R12NA,59.24,17.747,19,0.09
VTD-086752,10/21/2023,Online,PV077704,01JZ3NSYEJN96RW8CG69CFFD5X,19.24,7.746,13,
JVQ-181130,11/24/2023,In-Store,NB008076,01JZ3NR4ZES0HDSCQEXEY1T7BN,2.04,0.866,5,0.02
UJH-087107,2/13/2023,Online,NI045985,01JZ3NT5DHWYJN8Z913RW3HPQE,39.24,15.746,5,0.01
VUS-178726,3/31/2023,In-Store,FG011686,01JZ3NR10VGV9S70GCJPYFQ2AJ,4.74,1.946,7,0.07
HCY-713125,3/21/2023,Online,ZK017990,01JZ3NTHS5YM4YCAVGR1QSRWY0,4.24,1.746,15,0.05
XWQ-177839,11/16/2023,In-Store,TW072363,01JZ3NTHF2ZMGMV1Q117CEW54H,19.24,7.746,6,0.08
UBK-782925,01/09/2023,Online,GL002868,01JZ3NR307VRRB9597P3SH1VTK,24.24,9.746,1,0.07
WZI-522188,11/04/2023,In-Store,IU015861,01JZ3NR0C89AXMBXXMQN9G2C5D,59.24,23.746,17,0.02
SRW-993518,8/30/2023,Online,NI092665,01JZ3NCCGBTPGTKCJEBB1FVSJZ,179.24,53.747,7,0.02
DCQ-553151,09/02/2023,In-Store,JT020253,01JZ3NR2F3SXYKD10H6CDHR16S,1.74,0.746,19,0.07
IYI-483535,6/17/2023,Online,QK072167,01JZ3NQZDK24WFSSXVFHGP6HXZ,16.24,6.546,6,0.01
BOZ-235080,05/05/2023,In-Store,EP088407,01JZ3NCACQGN5TXYMD00BKDC15,0.24,0.047,8,
GBJ-518839,02/09/2023,Online,MS053932,01JZ3NTDAE28TACRQ6FRW7GNVJ,3.04,1.266,10,0.05
WBB-386474,06/09/2023,In-Store,UC089716,01JZ3NR4NXY0N9A7E2KYVQS0F3,12.24,4.946,17,0.07
XZA-299721,2/26/2023,Online,EW050885,01JZ3NT3FWJHJC7A65W03ZYD92,3.24,1.346,4,0.07
RTC-791682,06/03/2023,In-Store,ST060961,01JZ3NTGS7W8JHYWMTG6VA56KW,3.54,1.466,2,0.07
FXT-215207,11/12/2023,Online,BZ073907,01JZ3NCADXE3ZGJWZFJN1Y3Q2R,4.24,1.247,1,0.04
IHZ-161728,12/03/2023,In-Store,OS016131,01JZ3NCDQEAS1RVHH11GQ9EAM8,3.74,1.097,3,0.03
WJO-507970,1/29/2023,Online,QL073930,01JZ3NR1DFC3YDK9JT3BFVCXJH,29.24,11.746,14,0.04
UVJ-311389,9/29/2023,In-Store,AR093864,01JZ3NCC7G4W5WBK9S46T36JXE,1.24,0.347,1,0.02
ZIN-237832,04/08/2023,Online,FE044927,01JZ3NTATAMQJSCG51XYKNB7FB,59.24,23.746,6,0.07
EYS-858877,3/24/2023,In-Store,LW032953,01JZ3NR13Y1VTDYY60B812HSNZ,39.24,15.746,18,
HAM-658238,9/15/2023,Online,QH009639,01JZ3NC9SEH4HNDX32D5H11AMJ,15.24,4.547,3,0.01
LJY-617522,05/10/2023,In-Store,VC036954,01JZ3NSZJJX76405Q803YS9MPS,29.24,11.746,5,0.03
GOK-898108,9/26/2023,Online,QO038548,01JZ3NR0AS8VRF25N81G6HYGEW,4.24,1.746,15,0.08
MAV-945703,06/07/2023,In-Store,UZ019741,01JZ3NR7BE0HQS2S5TQHYV1DN0,2.24,0.946,14,0.04
JFA-329642,05/08/2023,Online,MB046323,01JZ3NCAM4S6R46A1H8S5RCY5N,2.24,0.647,7,0.03
BPB-193296,8/27/2023,In-Store,JB089049,01JZ3NR5JQTFT7NQFCSPYJZ9RH,2.24,0.946,5,
JHY-850614,2/17/2023,Online,XC034103,01JZ3NCB1XWNCH1MHCDAAGWQ7M,79.24,23.747,7,0
EJG-814231,3/24/2023,In-Store,HE070244,01JZ3NCASAF8P20XD20FB2Z8RD,5.24,1.547,17,0.02
GTW-241484,4/27/2023,Online,FZ028025,01JZ3NTE6WTWV21610D2DBGF7T,3.24,1.346,15,0.04
FWG-979187,06/02/2023,In-Store,TR016077,01JZ3NT2Z6CKEVNJ7HND478GQX,22.24,8.946,17,0.06
IRB-180174,12/27/2023,Online,KS044548,01JZ3NT8TT0ASMVMSGXEYPQ0RK,149.24,59.746,20,0.01
ZVN-842921,08/10/2023,In-Store,VU059323,01JZ3NCAQYKCG8TQR206AA1ZRK,34.24,10.247,3,0.01
WDJ-294108,11/20/2023,Online,PI093946,01JZ3NC9TXWQDG8G759KA27M39,3.54,1.037,15,
KAF-388265,06/11/2023,In-Store,TI069910,01JZ3NTFHW8HHNCMHFWN73DG5E,3.04,1.266,7,0.02
YPL-361800,1/13/2023,Online,XG049567,01JZ3NTA4KZANMBYZ84VNQSBYX,4.74,1.946,11,0.02
SVS-856591,1/25/2023,In-Store,CF040284,01JZ3NC9Q99J6E9WT990AYGR44,7.74,2.297,11,0.06
MJU-825796,8/21/2023,Online,KY093175,01JZ3NR44M2MFTMNEHS500ZHDF,2.54,1.066,4,0.07
TIF-009330,02/07/2023,In-Store,PH013376,01JZ3NR2636X7KVN84BQPBH7YC,49.24,19.746,16,0.07
YAJ-558924,01/04/2023,Online,GT026920,01JZ3NT5DHWYJN8Z913RW3HPQE,39.24,15.746,9,0.02
SZX-683706,05/02/2023,In-Store,RZ034640,01JZ3NC9FS56X2S5EBZ4YGKG6P,34.24,10.247,1,0.1
XKW-493554,5/30/2023,Online,TN046535,01JZ3NQZR5MA98KEMSBNQXGMMW,29.24,11.746,19,0.03
BTL-461137,10/27/2023,In-Store,HW014946,01JZ3NTN76TH5S749XD720CY99,24.24,9.746,10,0.09
RBY-378275,6/28/2023,Online,RI070987,01JZ3NTCVC9FP5AT5005VB6SD0,109.24,43.746,6,0.05
QWC-826192,9/25/2023,In-Store,MD051376,01JZ3NR9WJ6V50M7JBBHHM37ME,29.24,11.746,10,0.08
QDV-187458,2/17/2023,Online,PX082957,01JZ3NTANV0VMD2BHXHKD3JKXD,1.74,0.746,6,0.03
KHM-956497,1/31/2023,In-Store,AE091008,01JZ3NR8K60XHYJ570MNJ7H25A,2.24,0.946,2,0.09
JSV-435365,1/20/2023,Online,BL029238,01JZ3NCH0TV9XB0N7JV76JYJZS,29.24,8.747,16,0.1
PRR-551686,7/19/2023,In-Store,QK069817,01JZ3NTJ452FDNRHF7B3YYJYP1,29.24,11.746,4,0.05
TQL-257357,4/24/2023,Online,FV057344,01JZ3NC9H9NMH4TCQ6YHXFEWT1,1.84,0.527,17,0.09
YEM-642127,10/11/2023,In-Store,MA051830,01JZ3NCCAAEQ7GEDV005JJVCTN,19.24,5.747,1,
WOO-976808,09/01/2023,Online,EA052190,01JZ3NC9Q1VT5A4C4CZ0K5927N,44.24,13.247,5,0.1
SEE-993478,03/07/2023,In-Store,DG018577,01JZ3NR1WEHK0VKVD8PVS229G6,5.24,2.146,7,0.04
SAN-528811,01/11/2023,Online,NS004965,01JZ3NR6WWA2CDB744ASX0QPDK,129.24,51.746,4,0.05
ZBC-082952,12/27/2023,In-Store,JP078625,01JZ3NR56C40JGMKTG54CSVXBZ,2.74,1.146,3,0.01
SWA-051378,4/19/2023,Online,ZS035764,01JZ3NR24QFAQYPAJ4MH698QTM,29.24,11.746,2,0.09
BTQ-608910,6/18/2023,In-Store,FO004792,01JZ3NT8T4X5DQFFFXHD6JH4XZ,5.24,2.146,3,0.01
OUG-338181,7/24/2023,Online,DU070019,01JZ3NCF34ETHKWAN4PG26BSZ7,39.24,11.747,13,0.07
KIR-072316,03/05/2023,In-Store,CQ084349,01JZ3NCB44E8KFXXFX9M1G8J63,99.24,29.747,13,0.01
ORM-590914,09/04/2023,Online,NG073978,01JZ3NTHF2ZMGMV1Q117CEW54H,19.24,7.746,14,0.05
KCF-129219,5/18/2023,In-Store,VM074684,01JZ3NT0SQE2ZKPJ4QFC75TSTS,59.24,23.746,10,0.09
QGB-839304,07/08/2023,Online,GA013633,01JZ3NTEHKCDAVMNKF3EWJYF77,4.24,1.746,13,0
YYG-355877,7/19/2023,In-Store,QU016275,01JZ3NCC1S8XA6JV4EGM5GQWRD,5.74,1.697,20,0.02
VLR-415550,08/12/2023,Online,BO029613,01JZ3NR3XVP87YDW0MH3DAXN5R,6.44,2.626,11,0.07
LHX-016240,03/05/2023,In-Store,RY099619,01JZ3NCCMCHWQRWZM670FBSVHM,49.24,14.747,20,0.01
MLY-365596,8/28/2023,Online,EP070767,01JZ3NTCW087FWFADDV24R0FBW,59.24,23.746,4,0.07
YRI-283475,10/18/2023,In-Store,OO066827,01JZ3NCH0TV9XB0N7JV76JYJZS,29.24,8.747,16,0.09
KMT-001367,1/20/2023,Online,YB085573,01JZ3NC9WV53VW2A9WF5RMKD1Y,6.24,1.847,16,0.05
ZNL-364469,10/13/2023,In-Store,BY098474,01JZ3NR3AEE56EJDT1C4X1SYQR,2.74,1.146,1,0.01
HKN-156455,11/15/2023,Online,KT006172,01JZ3NR9X37JFAHH4WH1W5YNZV,1.14,0.506,15,
WRW-556498,8/26/2023,In-Store,NA055533,01JZ3NR25BW6QBMZVSM58HZ7XS,39.24,15.746,1,0.08
KPE-495702,8/30/2023,Online,EM054311,01JZ3NTPYPG30AK06DA9FD09ZF,14.24,5.746,15,0.09
BGJ-735137,02/01/2023,In-Store,YJ089375,01JZ3NCG3AVKM8SCBFJDMPZM75,39.24,11.747,11,0.03
PXN-801481,03/01/2023,Online,FJ007138,01JZ3NR44M2MFTMNEHS500ZHDF,2.54,1.066,15,0.09
YUG-420501,10/22/2023,In-Store,OU065758,01JZ3NR4K3GEDM8FTY0WZ05QDW,29.24,11.746,20,0.04
YOP-355809,6/22/2023,Online,HH002253,01JZ3NRAQ8V1TNRB59CM2DTE39,89.24,35.746,7,0.02
QTY-507590,10/14/2023,In-Store,MN041632,01JZ3NR0YPZZX7Y59E2002K0H1,24.24,9.746,2,
PUK-608112,09/02/2023,Online,EK019608,01JZ3NTD50AM65JXPW7XTHKV04,5.24,2.146,5,0.01
RLY-485883,12/13/2023,In-Store,UG048514,01JZ3NRA23JAGBH44BW5RPJQ1Q,4.24,1.746,15,
ZMX-224006,3/28/2023,Online,JM022459,01JZ3NTJ3GWFKK6RRKA11Y7M5Q,2.24,0.946,9,0.07
HCC-625084,4/20/2023,In-Store,TD066264,01JZ3NC9FS56X2S5EBZ4YGKG6P,34.24,10.247,10,0.01
OZZ-713248,08/02/2023,Online,TL077762,01JZ3NCBDNPX0E32472V2XS7NK,19.24,5.747,16,0.06
RWG-776983,5/20/2023,In-Store,VH053552,01JZ3NCGYMZSYV4YHNG22P2P9R,2.74,0.797,20,0.07
NON-743617,9/25/2023,Online,JA070984,01JZ3NCCCVEZPAR7Y8H6RXCKPQ,14.74,4.397,8,
HUE-340598,12/27/2023,In-Store,FZ032686,01JZ3NCCHJ8GB11H3J6Y18SWCV,15.24,4.547,2,0.02
KEV-853815,4/25/2023,Online,FC033048,01JZ3NTK84AZRGP5R1ZZ518QC7,249.24,99.746,4,0.04
QSJ-569443,2/16/2023,In-Store,NH097945,01JZ3NT18M1D457CMXR2BE9C9V,29.24,11.746,17,0.02
LJX-042432,3/20/2023,Online,ZK060914,01JZ3NR46ZBK2BZMNQNJ51R4QF,34.24,13.746,12,0.06
DYD-730879,10/08/2023,In-Store,VD043298,01JZ3NCAX6WWWV09C9PAQST096,22.24,6.647,10,0.03
XUH-972555,10/08/2023,Online,TH016991,01JZ3NCBHANV6Y85PD3WXJYH9K,14.24,4.247,17,0.06
LFV-681624,11/13/2023,In-Store,CF065346,01JZ3NR2CXW1T4SQJDRBHM6A8D,2.74,1.146,15,0.01
AHC-083802,11/25/2023,Online,ZN044783,01JZ3NR6W40RKFAPYSETJFQS8E,1.24,0.546,12,0.01
MWG-192512,03/06/2023,In-Store,BD029398,01JZ3NR5XJK5CTEG8C6G9DN2CD,3.04,1.266,16,0.01
XXK-031292,5/16/2023,Online,UA057600,01JZ3NR19HV1681RN5K4K7BMDG,5.24,2.146,15,0.07
AKD-169509,7/30/2023,In-Store,ZB001882,01JZ3NR8BYD6NGCCEF0V31WM0B,28.24,11.346,7,0.09
HPI-538498,8/30/2023,Online,LR071683,01JZ3NT7NMFRKNGSZBHWJ2PPPN,29.24,11.746,18,0.02
FQL-304643,11/13/2023,In-Store,OS062407,01JZ3NSYB9GF1H0X8JXY4JP69A,34.24,13.746,7,0.01
RDJ-278875,1/29/2023,Online,CY085456,01JZ3NCFQ1F05WC180ACATCMM9,12.24,3.647,14,0.06
BLI-719704,10/08/2023,In-Store,KR081746,01JZ3NQZ8GH4JRR9TDNNNSAC98,24.24,9.746,6,0.07
JRI-280576,02/05/2023,Online,WM078818,01JZ3NTHB7064G4P789DE6HS9J,25.24,10.146,1,0.08
PCJ-929201,3/20/2023,In-Store,OZ007864,01JZ3NC9WJMARY479ZA8T4XPJ5,49.24,14.747,12,0.08
SBR-119268,3/28/2023,Online,NC021615,01JZ3NCFX2468YPNRF3YMTWRV4,7.24,2.147,4,0.01
DTN-415183,1/31/2023,In-Store,LC067891,01JZ3NR3Z2A6WPJMZT88JY0JPX,3.24,1.346,4,0.06
CRO-381790,06/12/2023,Online,QN007877,01JZ3NCF5XZ4XKCH8GA8QR4A4G,19.24,5.747,16,0.03
POY-702268,6/16/2023,In-Store,ZS028927,01JZ3NTJ3GWFKK6RRKA11Y7M5Q,2.24,0.946,18,0.02
JQB-136432,04/04/2023,Online,GI079562,01JZ3NCCS65STJ0SKMG7KQ37YJ,4.24,1.247,9,
GPR-261342,1/19/2023,In-Store,BW006890,01JZ3NR1T1K3AVBWPFJWKMNTWQ,1.54,0.666,13,0.06
ESI-313886,07/11/2023,Online,AR097815,01JZ3NR4P5HHF7JERM1NKP0DRN,24.24,9.746,12,0.09
RMC-425488,1/20/2023,In-Store,YW031560,01JZ3NCBQEZ6QYPZM3R8RJR107,3.54,1.037,13,
LAO-071522,07/01/2023,Online,EM041491,01JZ3NR6YQQW9YGWNDJJY9HAMQ,9.24,3.746,11,
IPJ-827608,11/23/2023,In-Store,BM028733,01JZ3NCH6VM697QRD1H068T6DZ,3.04,0.887,19,
NLU-998909,12/13/2023,Online,ST006986,01JZ3NT6JS4BN93JXFPNBY504T,44.24,17.746,16,0.07
FIY-507476,10/25/2023,In-Store,DD079461,01JZ3NR19HV1681RN5K4K7BMDG,5.24,2.146,11,
KFJ-150662,6/29/2023,Online,FD018066,01JZ3NR3C4HBQGK74DAKRS4YJV,4.74,1.946,19,0
XFK-963681,12/19/2023,In-Store,ST031049,01JZ3NR5192K5RK9GBF0C1F8X0,4.24,1.746,17,0
LPZ-134124,01/01/2023,Online,GU050689,01JZ3NR27C8P42VRMSEJHF8Q4P,14.24,5.746,7,0.02
RJI-341841,12/29/2023,In-Store,LZ044000,01JZ3NR4F9858ZMQG216W3CAJJ,49.24,19.746,4,0.04
XQO-817044,09/01/2023,Online,UB079899,01JZ3NCDPR71Z9JJ4RHNK2CHNT,19.24,5.747,3,0.01
VEN-175591,9/17/2023,In-Store,SN048027,01JZ3NT8QR7XQTZH87MYWDXECH,3.54,1.466,16,
TCP-107442,12/15/2023,Online,RZ079061,01JZ3NCH5FM4KNFW9VES6ASJPE,2.54,0.737,7,0.04
TAM-089514,12/02/2023,In-Store,NT011301,01JZ3NR6WWA2CDB744ASX0QPDK,129.24,51.746,16,0.07
UMR-236378,05/10/2023,Online,YA056194,01JZ3NR36YDQBH9Q4KNCSQDAQ5,3.04,1.266,12,
YNE-162737,8/29/2023,In-Store,WC000744,01JZ3NCBH16AYDX471EDD6XW5W,59.24,17.747,19,0
TVB-615101,3/21/2023,Online,NW010667,01JZ3NT9481T3VQZB54C6E3KWR,14.24,5.746,6,0
FNU-250132,6/22/2023,In-Store,IZ040196,01JZ3NCGC48RC43KDY3ZCP2CYK,79.24,23.747,10,0.02
JHK-457884,4/25/2023,Online,RY046148,01JZ3NCEXCZX8AWV1945KXKQZ0,54.24,16.247,17,0.07
CHF-989108,12/25/2023,In-Store,QC023459,01JZ3NR5N99M8C03CP2NTPC280,89.24,35.746,14,0.03
MUN-270496,3/29/2023,Online,JX020792,01JZ3NR13Y1VTDYY60B812HSNZ,39.24,15.746,9,0.01
MDH-043579,2/23/2023,In-Store,ZZ033202,01JZ3NR2636X7KVN84BQPBH7YC,49.24,19.746,7,0.04
VNM-198348,09/02/2023,Online,WX059836,01JZ3NR1WEHK0VKVD8PVS229G6,5.24,2.146,12,0.05
HIF-379504,4/24/2023,In-Store,IK074761,01JZ3NC9PRZKNNS40487M49PPW,8.24,2.447,3,0.1
BSE-493823,10/08/2023,Online,PS051354,01JZ3NR49PNQVTK6QH1A81RTN9,44.24,17.746,3,
OQS-366526,12/20/2023,In-Store,IH031950,01JZ3NCAM4S6R46A1H8S5RCY5N,2.24,0.647,16,0.02
XTM-456453,09/04/2023,Online,JM053115,01JZ3NTJD57NGYK9M5ZVQB1AG3,29.24,11.746,8,0.02
XJJ-146740,12/09/2023,In-Store,XH025814,01JZ3NR1XDTT9KZ7B0T1Z9FGV7,22.24,8.946,12,0.09
KFW-860270,12/11/2023,Online,HO019535,01JZ3NC9XX2AMSC94WCCT2YMMP,34.24,10.247,18,0.04
VVN-484010,11/28/2023,In-Store,CG088679,01JZ3NSWVC3NS2GSX3QTTG70ZH,35.24,14.146,7,0.09
XAN-292482,8/21/2023,Online,YM016322,01JZ3NT4QPXXP40DE0G1X47N4Q,19.24,7.746,20,0.04
YSF-209618,11/15/2023,In-Store,LY041824,01JZ3NTBTTPZKZ6WJWNQ6MB013,39.24,15.746,18,0.06
BQF-738223,12/04/2023,Online,LT093619,01JZ3NCA9YGQS0HMZEB2H5DRPY,3.04,0.887,17,0.06
JPN-847812,9/27/2023,In-Store,QO013427,01JZ3NT6H9Z8MNS42DVHTT2T4Y,249.24,99.746,6,0.05
YCI-239248,3/27/2023,Online,WV053876,01JZ3NCAPJXA8QRSWP2R5V8NMB,3.54,1.037,4,0.07
DVX-563281,08/12/2023,In-Store,VJ003572,01JZ3NR8E0X240BSACBBWCETN2,24.24,9.746,6,0.08
NLV-620021,3/24/2023,Online,JW011871,01JZ3NCFTEW1PBSYPAACMXD8YP,19.24,5.747,11,0.09
YUJ-346344,06/03/2023,In-Store,MK081557,01JZ3NR54TYRJAE0REVD7DTTP5,89.24,35.746,20,0.09
MMH-984327,2/19/2023,Online,UZ052444,01JZ3NSYWRD12Y0WE6YBP45PCS,79.24,31.746,17,0.01
KYI-007902,07/09/2023,In-Store,PF038489,01JZ3NR6A2YVTAF5DGSW0KFX9S,8.24,3.346,5,0.09
RMF-443113,01/02/2023,Online,DC047266,01JZ3NR6MZEZEGEP25WV97CJEP,3.54,1.466,1,0.06
LAW-274384,5/31/2023,In-Store,MM063098,01JZ3NCBFH0RF0DKWCKWMTE847,25.24,7.547,4,0.03
TOS-350184,11/17/2023,Online,RA082283,01JZ3NR28ZK6XFBKF3JV5EX9A2,7.74,3.146,14,0.02
MVD-226496,12/08/2023,In-Store,UN070146,01JZ3NR27C8P42VRMSEJHF8Q4P,14.24,5.746,14,
RQU-150436,2/24/2023,Online,OB014286,01JZ3NTJD57NGYK9M5ZVQB1AG3,29.24,11.746,11,0.07
QDU-326441,07/04/2023,In-Store,HC084856,01JZ3NR5XJK5CTEG8C6G9DN2CD,3.04,1.266,9,0.03
RNG-206572,9/14/2023,Online,FB082958,01JZ3NT0W7CS0W3AFK08D40KY0,0.74,0.346,5,0.03
GDD-462770,11/28/2023,In-Store,QL067994,01JZ3NCAF2ECCN4TPMX9RGG7KW,69.24,20.747,4,0.07
HUS-915157,09/12/2023,Online,YG019226,01JZ3NCFQWMEND7FMSNNWS4FRH,14.24,4.247,15,0.01
HBS-674340,11/28/2023,In-Store,ZG044495,01JZ3NCDJB231G033HHJRQNR2V,29.24,8.747,4,0.04
XRK-073223,07/11/2023,Online,WU005941,01JZ3NT8QR7XQTZH87MYWDXECH,3.54,1.466,1,
GXT-821098,12/05/2023,In-Store,DN088541,01JZ3NRACBB329VP9C95786FR9,24.24,9.746,8,0.03
PSX-257136,09/02/2023,Online,RW088765,01JZ3NQZR5MA98KEMSBNQXGMMW,29.24,11.746,16,0.05
DXQ-886880,08/05/2023,In-Store,YP098197,01JZ3NCDQEAS1RVHH11GQ9EAM8,3.74,1.097,11,0.04
IPA-678515,12/28/2023,Online,NA011303,01JZ3NCG3AVKM8SCBFJDMPZM75,39.24,11.747,9,0.09
GQB-816961,9/18/2023,In-Store,DY064262,01JZ3NTAXD7DB5NCWZY1YS4P84,34.24,13.746,20,0.01
NSO-154862,3/31/2023,Online,YK002654,01JZ3NTDAE28TACRQ6FRW7GNVJ,3.04,1.266,20,0.04
KMR-506713,10/22/2023,In-Store,AB092555,01JZ3NCBH16AYDX471EDD6XW5W,59.24,17.747,5,0.08
IRG-211108,8/28/2023,Online,UY005001,01JZ3NC9BMEZET9VP9PBN1FDA1,3.24,0.947,6,0.07
AGF-339393,09/04/2023,In-Store,OG061977,01JZ3NTD1H4PCDT5K25F9HEHW7,4.04,1.666,16,0.06
NMG-180863,11/15/2023,Online,YC058679,01JZ3NC9ZQKV7FDACKF9H8GRVV,59.24,17.747,11,0.01
XZW-654381,05/03/2023,In-Store,QR065970,01JZ3NCCHJ8GB11H3J6Y18SWCV,15.24,4.547,6,0.03
